Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHUB Balance
2025-07-02,Alpha Inc,ACC003,AU01,JPY,PA003,SA002,8417.45,5877.99
2025-07-15,Gamma LLC,ACC003,AU01,GBP,PA005,SA003,8383.85,
2025-07-31,Alpha Inc,ACC003,AU04,INR,PA002,SA005,9610.82,10284.56
2025-03-09,Gamma LLC,ACC005,AU05,GBP,PA003,SA004,9717.46,10767.59
2025-04-16,Delta Inc,ACC004,AU02,EUR,PA002,SA001,9991.52,7515.47
2025-05-05,Alpha Inc,ACC001,AU01,GBP,PA003,SA004,11168.92,10107.37
2025-09-21,Alpha Inc,ACC001,AU04,INR,PA001,SA001,11888.11,8930.39
2025-11-30,Beta Ltd,ACC003,AU05,EUR,PA002,SA004,13653.2,10633.11
2025-06-09,Delta Inc,ACC004,AU01,GBP,PA002,SA002,6210.01,12927.74
2025-09-09,Gamma LLC,ACC003,AU04,EUR,PA004,SA002,8208.94,7627.67
2025-07-14,Beta Ltd,ACC002,AU04,GBP,PA003,SA005,13548.8,13948.7
2025-06-26,Gamma LLC,ACC005,AU01,INR,PA003,SA003,7919.4,8819.54
2025-09-21,Delta Inc,ACC004,AU03,EUR,PA003,SA003,9035.9,6703.49
,Delta Inc,ACC003,AU03,EUR,PA003,SA001,13206.5,7429.58
2025-06-06,Alpha Inc,ACC003,AU04,GBP,PA004,SA005,8605.59,10000.85
2025-02-05,Epsilon,ACC005,AU02,EUR,PA003,SA003,13325.81,13595.16
2025-10-08,Gamma LLC,ACC002,AU02,EUR,PA003,SA001,13350.78,9176.94
2025-08-10,Beta Ltd,ACC005,AU01,,PA001,SA003,11110.44,6093.71
2025-11-13,Alpha Inc,ACC001,AU03,USD,PA003,SA001,6445.06,9579.85
2025-02-04,Gamma LLC,ACC003,AU04,,PA005,SA004,6936.07,5791.28
2025-07-04,Gamma LLC,ACC004,AU01,,PA002,SA005,9729.29,10352.86
,Alpha Inc,ACC003,AU05,INR,PA003,SA004,5437.18,11736.39
2025-10-18,Gamma LLC,ACC002,AU04,USD,PA003,SA002,14859.96,6813.98
2025-01-23,Beta Ltd,ACC005,AU05,EUR,PA003,SA004,9723.58,14280.42
2025-12-31,Gamma LLC,ACC005,AU02,INR,PA003,SA005,14135.14,10589.28
2025-02-14,Alpha Inc,ACC004,AU02,JPY,PA001,SA002,8082.08,9060.89
,Beta Ltd,ACC005,AU03,JPY,PA003,SA005,10374.35,7064.51
2025-10-30,Delta Inc,ACC002,AU03,JPY,PA003,SA005,5676.33,13755.26
2025-05-12,Epsilon,ACC001,AU03,GBP,PA003,SA002,7008.49,12236.54
2025-01-06,Gamma LLC,ACC001,AU03,,PA002,SA005,9004.98,9053.31
2025-02-28,Alpha Inc,ACC005,AU04,EUR,PA004,SA005,14777.93,14766.91
2025-08-09,Beta Ltd,ACC002,AU01,JPY,PA004,SA004,11915.69,10413.93
2025-02-21,Delta Inc,ACC004,AU02,JPY,PA005,SA003,7251.66,5656.16
2025-06-02,Epsilon,ACC001,AU02,,PA001,SA005,12934.61,7152.63
2025-02-26,Alpha Inc,ACC005,AU03,EUR,PA001,SA005,13731.91,10266.94
2025-04-23,Gamma LLC,ACC002,AU04,USD,PA001,SA001,8904.47,14519.57
2025-06-11,Alpha Inc,ACC005,AU03,JPY,PA001,SA004,10083.8,7966.06
2025-08-28,Gamma LLC,ACC001,AU05,EUR,PA003,SA004,12939.86,9766.45
2025-12-30,Epsilon,ACC003,AU03,GBP,PA004,SA003,5917.82,8404.63
2025-07-13,Gamma LLC,ACC003,AU03,GBP,PA003,SA002,9475.11,7498.55
2025-02-15,Alpha Inc,ACC004,AU05,GBP,PA005,SA003,7352.93,5929.57
2025-06-21,Delta Inc,ACC004,AU05,EUR,PA001,SA003,13966.71,10723.54
2025-09-27,Gamma LLC,ACC003,AU02,INR,PA004,SA003,8000.41,13470.24
2025-07-09,Beta Ltd,ACC004,AU01,INR,PA001,SA001,7974.96,10338.94
2025-08-12,Alpha Inc,ACC005,AU01,INR,PA002,SA003,8519.44,8666.49
2025-04-09,Epsilon,ACC002,AU01,JPY,PA004,SA001,12570.43,8966.49
2025-11-03,Epsilon,ACC002,AU05,JPY,PA003,SA001,11403.04,9483.49
2025-02-18,Beta Ltd,ACC002,AU01,GBP,PA003,SA005,5492.35,
2025-01-11,Gamma LLC,ACC002,AU01,,PA002,SA001,10071.45,
2025-03-21,Delta Inc,ACC003,AU02,USD,PA002,SA004,9307.55,9651.99
,Alpha Inc,ACC005,AU01,EUR,PA004,SA001,8156.99,7399.6
2025-06-12,Epsilon,ACC003,AU02,GBP,PA001,SA001,5463.21,9506.84
2025-11-28,Epsilon,ACC004,AU01,EUR,PA001,SA005,12082.89,12625.89
2025-04-20,Delta Inc,ACC001,AU03,GBP,PA005,SA005,6415.65,11942.67
,Gamma LLC,ACC005,AU02,INR,PA001,SA005,10123.45,13314.56
,Beta Ltd,ACC005,AU01,,PA003,SA002,14015.64,7384.75
2025-01-19,Epsilon,ACC002,AU04,INR,PA002,SA004,6261.83,
2025-04-15,Beta Ltd,ACC003,AU05,,PA004,SA003,10333.02,9093.2
2025-07-02,Gamma LLC,ACC005,AU02,GBP,PA005,SA005,8718.28,11091.96
2025-07-03,Epsilon,ACC005,AU02,INR,PA003,SA002,10517.17,5526.08
2025-10-25,Alpha Inc,ACC004,AU01,USD,PA003,SA001,12412.02,14314.26
2025-06-12,Delta Inc,ACC004,AU05,INR,PA003,SA004,13187.78,5200.88
2025-06-25,Epsilon,ACC002,AU02,USD,PA005,SA001,10131.52,5469.49
2025-04-04,Beta Ltd,ACC005,AU01,JPY,PA005,SA003,9685.77,9704.19
2025-05-12,Alpha Inc,ACC002,AU04,JPY,PA003,SA002,5097.96,12873.81
,Gamma LLC,ACC001,AU03,GBP,PA005,SA005,6304.66,8939.96
2025-07-14,Beta Ltd,ACC004,AU02,INR,PA003,SA004,14390.25,10500.77
2025-04-27,Delta Inc,ACC002,AU04,INR,PA005,SA001,8955.77,12444.82
2025-05-04,Alpha Inc,ACC005,AU03,USD,PA001,SA002,11645.91,5402.01
2025-08-28,Alpha Inc,ACC005,AU05,JPY,PA001,SA003,5521.71,11684.74
2025-12-25,Gamma LLC,ACC003,AU05,EUR,PA003,SA005,8576.91,10591.63
2025-04-18,Alpha Inc,ACC002,AU04,JPY,PA001,SA003,12355.86,10725.13
2025-12-13,Gamma LLC,ACC004,AU01,USD,PA004,SA004,10259.85,9202.52
2025-04-01,Beta Ltd,ACC001,AU02,GBP,PA005,SA002,13603.76,11959.16
2025-08-01,Epsilon,ACC001,AU04,EUR,PA001,SA004,14604.3,7532.91
2025-07-24,Gamma LLC,ACC002,AU02,USD,PA002,SA002,10510.37,7992.79
2025-07-26,Epsilon,ACC003,AU03,JPY,PA005,SA004,11525.41,7346.91
2025-12-27,Epsilon,ACC002,AU04,GBP,PA005,SA005,8535.18,8340.92
2025-01-10,Epsilon,ACC002,AU03,EUR,PA003,SA001,12040.99,12169.72
2025-09-28,Beta Ltd,ACC003,AU03,,PA002,SA005,9998.04,5585.98
2025-10-02,Epsilon,ACC001,AU05,EUR,PA001,SA001,13407.87,14618.92
2025-12-31,Alpha Inc,ACC005,AU02,INR,PA005,SA005,11804.9,5426.33
2025-01-18,Alpha Inc,ACC001,AU01,EUR,PA001,SA001,12952.5,9551.59
2025-01-17,Delta Inc,ACC003,AU02,GBP,PA002,SA002,5148.49,9634.14
2025-01-05,Delta Inc,ACC005,AU04,EUR,PA002,SA004,14121.75,8961.9
2025-09-14,Gamma LLC,ACC004,AU04,,PA002,SA002,9698.52,14201.81
2025-12-06,Delta Inc,ACC005,AU03,JPY,PA004,SA003,8778.96,14612.76
2025-12-21,Alpha Inc,ACC002,AU04,GBP,PA005,SA004,9030.13,10401.45
2025-12-24,Alpha Inc,ACC005,AU03,GBP,PA003,SA001,13547.47,7644.38
2025-02-08,Gamma LLC,ACC001,AU04,EUR,PA001,SA002,14822.09,11802.51
2025-11-22,Epsilon,ACC003,AU01,JPY,PA003,SA003,7696.91,10434.51
2025-03-21,Gamma LLC,ACC004,AU04,JPY,PA003,SA002,9803.66,6842.6
2025-12-30,Beta Ltd,ACC001,AU02,INR,PA002,SA001,10279.0,
2025-02-17,Epsilon,ACC002,AU03,JPY,PA002,SA004,13670.97,14007.8
2025-09-28,Gamma LLC,ACC002,AU04,GBP,PA001,SA004,14595.53,11405.21
2025-05-05,Gamma LLC,ACC004,AU03,EUR,PA003,SA005,5056.57,8443.48
2025-03-30,Beta Ltd,ACC001,AU04,JPY,PA003,SA001,9732.82,8789.92
2025-06-24,Epsilon,ACC003,AU04,GBP,PA004,SA004,12707.53,14676.25
2025-01-14,Alpha Inc,ACC004,AU04,GBP,PA005,SA004,11729.58,12151.87
2025-01-05,Beta Ltd,ACC001,AU02,EUR,PA002,SA004,13451.42,13954.84
2025-07-06,Epsilon,ACC005,AU02,GBP,PA004,SA002,10365.54,10756.05
2025-10-05,Beta Ltd,ACC004,AU03,JPY,PA002,SA002,8787.26,14394.2
2025-01-05,Delta Inc,ACC001,AU05,JPY,PA005,SA002,13206.15,14663.18
2025-05-23,Alpha Inc,ACC003,AU04,USD,PA001,SA004,13506.06,6825.15
2025-05-24,Alpha Inc,ACC003,AU04,USD,PA004,SA001,11525.65,5806.96
2025-11-29,Delta Inc,ACC002,AU02,EUR,PA003,SA003,11237.35,9676.32
2025-06-21,Beta Ltd,ACC001,AU01,GBP,PA002,SA001,10879.28,14536.6
2025-06-08,Delta Inc,ACC001,AU04,JPY,PA004,SA002,12749.31,
,Delta Inc,ACC005,AU03,INR,PA003,SA005,11062.94,9807.44
2025-02-05,Beta Ltd,ACC001,AU05,USD,PA002,SA005,8181.7,10324.23
,Beta Ltd,ACC001,AU05,USD,PA002,SA004,12913.98,5386.91
2025-08-21,Epsilon,ACC004,AU04,,PA001,SA003,5857.24,9664.43
,Gamma LLC,ACC004,AU04,GBP,PA001,SA004,8186.66,7477.57
2025-11-14,Beta Ltd,ACC005,AU04,GBP,PA004,SA003,13511.55,6875.36
2025-12-14,Epsilon,ACC003,AU05,USD,PA004,SA002,9354.78,8823.98
2025-05-27,Delta Inc,ACC003,AU01,,PA002,SA005,6499.49,7655.4
2025-12-04,Epsilon,ACC003,AU01,EUR,PA004,SA001,5591.46,6595.37
2025-01-14,Beta Ltd,ACC002,AU02,USD,PA005,SA002,6782.8,5802.61
2025-02-20,Epsilon,ACC004,AU03,GBP,PA001,SA004,9040.06,11170.71
2025-08-17,Epsilon,ACC002,AU02,INR,PA003,SA001,11878.52,12500.37
2025-07-13,Gamma LLC,ACC005,AU03,JPY,PA003,SA002,8205.35,13205.78
,Gamma LLC,ACC004,AU03,EUR,PA004,SA005,5634.72,6984.82
2025-08-05,Beta Ltd,ACC002,AU01,INR,PA001,SA003,8757.26,14964.35
2025-06-08,Epsilon,ACC002,AU03,INR,PA005,SA002,8103.54,8528.7
2025-04-27,Epsilon,ACC004,AU04,EUR,PA003,SA005,7525.41,
2025-12-08,Gamma LLC,ACC003,AU01,USD,PA004,SA003,10896.4,11401.37
2025-11-09,Delta Inc,ACC002,AU01,INR,PA001,SA004,5876.86,9804.44
2025-06-09,Gamma LLC,ACC005,AU02,INR,PA005,SA005,7890.06,11496.14
2025-10-28,Beta Ltd,ACC001,AU03,JPY,PA002,SA005,14294.75,14083.19
2025-07-10,Gamma LLC,ACC005,AU01,,PA002,SA005,11335.26,8249.17
2025-07-07,Epsilon,ACC001,AU02,USD,PA002,SA004,5547.4,9290.48
2025-03-05,Gamma LLC,ACC001,AU05,USD,PA002,SA002,12110.36,10792.15
2025-05-17,Epsilon,ACC005,AU04,,PA005,SA001,11669.45,
2025-02-06,Gamma LLC,ACC001,AU05,JPY,PA005,SA004,6624.47,
2025-01-19,Delta Inc,ACC003,AU04,INR,PA003,SA001,9481.62,10509.66
2025-12-28,Gamma LLC,ACC002,AU01,GBP,PA002,SA001,7666.44,7051.88
2025-02-22,Gamma LLC,ACC002,AU01,EUR,PA005,SA004,14542.75,10409.29
2025-11-06,Epsilon,ACC005,AU05,EUR,PA001,SA001,12903.62,8306.65
2025-12-01,Alpha Inc,ACC003,AU04,EUR,PA004,SA001,11328.76,14564.08
2025-01-13,Gamma LLC,ACC003,AU01,INR,PA001,SA005,5196.71,6899.5
2025-11-28,Delta Inc,ACC004,AU04,EUR,PA002,SA002,10548.56,
2025-10-13,Delta Inc,ACC001,AU01,,PA002,SA004,12408.01,6966.57
,Alpha Inc,ACC001,AU02,INR,PA002,SA003,7334.3,11332.5
2025-04-14,Epsilon,ACC001,AU05,EUR,PA004,SA003,9366.63,6753.41
,Gamma LLC,ACC005,AU02,,PA002,SA004,7927.91,12986.6
2025-02-09,Epsilon,ACC001,AU01,INR,PA004,SA003,11049.91,7599.46
2025-11-06,Delta Inc,ACC005,AU05,INR,PA004,SA001,7033.26,13010.92
2025-07-14,Gamma LLC,ACC005,AU04,GBP,PA001,SA005,7710.24,7951.22
2025-08-28,Gamma LLC,ACC005,AU03,GBP,PA002,SA005,12097.34,10125.02
2025-06-26,Beta Ltd,ACC004,AU03,EUR,PA002,SA002,9447.56,9958.88
,Epsilon,ACC003,AU01,USD,PA001,SA004,7837.52,
2025-09-11,Beta Ltd,ACC003,AU04,JPY,PA004,SA005,6340.07,8324.09
2025-01-30,Gamma LLC,ACC002,AU01,INR,PA004,SA003,11741.23,13237.55
2025-10-23,Delta Inc,ACC005,AU03,INR,PA005,SA003,8345.35,6491.27
,Epsilon,ACC004,AU04,USD,PA002,SA005,8505.29,14167.86
2025-11-25,Delta Inc,ACC005,AU03,JPY,PA005,SA001,5212.16,
2025-09-16,Gamma LLC,ACC005,AU01,EUR,PA004,SA004,11973.77,7846.71
2025-09-05,Beta Ltd,ACC005,AU03,,PA005,SA004,8792.56,12534.88
,Delta Inc,ACC001,AU02,GBP,PA005,SA004,9110.23,11976.32
2025-09-21,Beta Ltd,ACC002,AU04,INR,PA002,SA002,9137.14,8421.92
2025-06-29,Delta Inc,ACC002,AU02,GBP,PA002,SA003,7201.89,13144.81
2025-10-21,Alpha Inc,ACC001,AU03,USD,PA003,SA002,13804.78,
,Delta Inc,ACC003,AU04,USD,PA005,SA002,14754.41,12046.64
2025-11-15,Alpha Inc,ACC001,AU02,GBP,PA001,SA005,10676.75,
2025-10-04,Gamma LLC,ACC003,AU04,EUR,PA001,SA003,13343.88,11411.66
,Delta Inc,ACC003,AU05,INR,PA001,SA002,13265.89,12629.98
2025-12-08,Alpha Inc,ACC004,AU05,EUR,PA001,SA005,14352.82,5842.75
2025-09-20,Beta Ltd,ACC002,AU05,USD,PA001,SA001,7212.64,6887.18
2025-03-12,Delta Inc,ACC003,AU02,USD,PA005,SA001,10192.16,5939.32
2025-11-03,Beta Ltd,ACC004,AU01,EUR,PA001,SA002,12524.11,5319.74
2025-09-16,Epsilon,ACC003,AU01,JPY,PA004,SA005,12917.51,
2025-09-06,Beta Ltd,ACC005,AU04,EUR,PA002,SA004,10038.53,
2025-11-25,Gamma LLC,ACC001,AU02,GBP,PA005,SA005,7663.86,14972.53
2025-08-24,Epsilon,ACC001,AU04,,PA005,SA001,5367.7,5410.79
2025-04-29,Epsilon,ACC004,AU04,INR,PA002,SA003,14686.38,10388.78
2025-03-19,Alpha Inc,ACC004,AU03,USD,PA001,SA003,8185.81,6008.76
2025-09-21,Delta Inc,ACC005,AU05,JPY,PA002,SA001,13345.43,11623.4
2025-11-30,Delta Inc,ACC004,AU01,INR,PA005,SA004,9932.26,7162.22
2025-02-20,Alpha Inc,ACC001,AU02,JPY,PA001,SA003,14214.39,12053.86
2025-10-20,Gamma LLC,ACC004,AU05,JPY,PA003,SA001,14131.62,7648.19
2025-03-13,Epsilon,ACC001,AU02,GBP,PA004,SA001,8038.0,8007.21
2025-04-11,Gamma LLC,ACC005,AU03,,PA002,SA001,13877.25,
2025-11-14,Beta Ltd,ACC003,AU03,USD,PA003,SA005,5032.06,14381.42
2025-10-08,Gamma LLC,ACC004,AU01,INR,PA003,SA001,10714.5,6577.18
2025-06-23,Epsilon,ACC005,AU02,EUR,PA002,SA002,7369.86,7496.44
2025-03-09,Epsilon,ACC004,AU01,EUR,PA005,SA004,13321.6,11243.97
2025-12-16,Beta Ltd,ACC003,AU05,,PA005,SA004,11517.65,9169.7
2025-05-22,Delta Inc,ACC001,AU02,INR,PA005,SA001,7043.64,5866.44
2025-02-10,Delta Inc,ACC001,AU04,,PA001,SA002,13984.77,8674.23
2025-09-24,Alpha Inc,ACC001,AU05,EUR,PA004,SA005,6169.02,13836.0
2025-09-30,Epsilon,ACC005,AU01,GBP,PA002,SA001,10029.28,13556.35
2025-04-19,Delta Inc,ACC003,AU03,,PA002,SA005,7374.6,12214.41
2025-05-29,Beta Ltd,ACC002,AU05,GBP,PA001,SA004,12545.25,14679.97
2025-07-05,Delta Inc,ACC002,AU03,USD,PA005,SA004,11325.71,8635.65
2025-07-13,Epsilon,ACC002,AU05,,PA002,SA001,14413.59,9824.37
2025-05-21,Epsilon,ACC004,AU01,USD,PA001,SA001,8925.45,14157.31
2025-12-10,Alpha Inc,ACC003,AU01,EUR,PA002,SA003,7411.36,10361.01
2025-04-21,Beta Ltd,ACC003,AU03,INR,PA005,SA004,14608.09,11354.64
2025-09-11,Delta Inc,ACC004,AU04,EUR,PA004,SA005,6717.98,12619.06
2025-02-02,Beta Ltd,ACC005,AU02,,PA001,SA003,10372.96,6102.03
,Gamma LLC,ACC002,AU02,EUR,PA005,SA004,12775.96,13836.35
2025-05-10,Gamma LLC,ACC002,AU01,USD,PA001,SA004,5032.99,7777.06
2025-08-03,Epsilon,ACC003,AU04,INR,PA002,SA004,13329.54,9060.05
2025-01-21,Beta Ltd,ACC004,AU03,USD,PA005,SA002,6444.14,5679.48
,Delta Inc,ACC001,AU05,EUR,PA005,SA004,13194.82,10633.95
2025-02-14,Gamma LLC,ACC004,AU02,INR,PA005,SA003,11514.4,8500.46
2025-11-26,Beta Ltd,ACC003,AU02,INR,PA004,SA001,14599.03,5508.6
2025-07-17,Epsilon,ACC003,AU05,GBP,PA005,SA004,9056.25,8652.49
2025-12-11,Beta Ltd,ACC002,AU01,JPY,PA002,SA003,14133.15,
2025-04-13,Alpha Inc,ACC004,AU02,INR,PA004,SA004,5803.48,13968.46
2025-02-02,Beta Ltd,ACC003,AU01,EUR,PA002,SA005,10560.55,5227.68
2025-11-03,Delta Inc,ACC004,AU05,USD,PA002,SA004,14669.15,5952.73
2025-05-07,Beta Ltd,ACC003,AU04,EUR,PA003,SA001,8962.43,9265.03
2025-06-09,Epsilon,ACC002,AU03,EUR,PA003,SA003,14804.09,11941.97
2025-08-24,Gamma LLC,ACC002,AU04,INR,PA005,SA004,8478.16,13578.21
2025-01-01,Delta Inc,ACC001,AU04,,PA004,SA002,13021.81,5092.38
2025-12-01,Gamma LLC,ACC004,AU01,,PA001,SA004,10852.07,5831.33
2025-08-21,Delta Inc,ACC005,AU03,USD,PA004,SA005,5808.1,6613.16
,Gamma LLC,ACC002,AU04,JPY,PA004,SA002,9014.8,7729.75
2025-02-20,Alpha Inc,ACC005,AU02,GBP,PA002,SA002,5935.82,10800.07
2025-03-18,Gamma LLC,ACC005,AU04,USD,PA002,SA003,8837.5,5230.62
2025-04-17,Epsilon,ACC002,AU04,GBP,PA005,SA005,14586.27,11694.26
2025-07-22,Alpha Inc,ACC001,AU02,,PA004,SA003,13670.18,8218.52
2025-12-09,Epsilon,ACC004,AU02,GBP,PA003,SA002,8394.38,11267.86
2025-05-05,Epsilon,ACC005,AU05,USD,PA001,SA003,5705.35,7264.61
2025-06-24,Beta Ltd,ACC002,AU01,INR,PA005,SA001,8516.08,10899.83
2025-08-05,Epsilon,ACC005,AU01,GBP,PA004,SA005,12511.8,12676.88
2025-09-01,Beta Ltd,ACC001,AU02,USD,PA004,SA004,7664.42,6030.65
2025-12-27,Alpha Inc,ACC005,AU04,,PA002,SA001,10550.74,
2025-01-02,Epsilon,ACC001,AU01,INR,PA002,SA005,13932.82,11513.97
2025-04-11,Epsilon,ACC003,AU04,JPY,PA004,SA005,12569.89,
2025-10-29,Beta Ltd,ACC002,AU02,USD,PA005,SA003,7387.19,11233.44
2025-02-28,Beta Ltd,ACC005,AU03,EUR,PA002,SA003,5314.95,12350.85
2025-04-06,Alpha Inc,ACC001,AU04,USD,PA002,SA003,12734.52,6892.75
2025-08-01,Beta Ltd,ACC001,AU05,INR,PA003,SA005,5036.97,7627.59
2025-07-22,Alpha Inc,ACC002,AU01,INR,PA004,SA005,12930.66,9019.7
2025-09-03,Gamma LLC,ACC001,AU02,USD,PA002,SA005,5952.14,10712.04
2025-10-17,Gamma LLC,ACC003,AU04,GBP,PA003,SA003,12844.06,5938.9
2025-07-05,Alpha Inc,ACC002,AU04,INR,PA005,SA005,11634.91,13942.95
,Epsilon,ACC002,AU01,INR,PA001,SA003,14035.2,10797.43
2025-03-16,Beta Ltd,ACC004,AU03,,PA005,SA005,11166.22,6145.05
2025-09-02,Epsilon,ACC004,AU01,GBP,PA001,SA002,11256.11,9684.64
2025-10-23,Delta Inc,ACC004,AU04,JPY,PA001,SA002,9668.48,14069.98
2025-07-23,Beta Ltd,ACC001,AU05,JPY,PA002,SA002,12365.82,9605.5
,Beta Ltd,ACC005,AU01,GBP,PA004,SA001,10261.16,14733.83
2025-08-26,Delta Inc,ACC002,AU03,JPY,PA003,SA005,7036.73,11673.86
2025-05-09,Gamma LLC,ACC001,AU01,,PA001,SA004,13903.63,10413.48
2025-02-22,Beta Ltd,ACC001,AU03,EUR,PA002,SA003,12988.86,6395.32
2025-12-14,Delta Inc,ACC004,AU01,INR,PA004,SA005,13154.52,9048.87
2025-01-31,Delta Inc,ACC001,AU02,USD,PA004,SA005,11340.19,7053.87
2025-11-07,Beta Ltd,ACC005,AU01,EUR,PA003,SA005,7810.19,7229.97
2025-12-02,Beta Ltd,ACC004,AU02,GBP,PA001,SA004,13986.89,7755.53
2025-12-21,Delta Inc,ACC003,AU04,USD,PA003,SA003,11683.97,
2025-11-07,Beta Ltd,ACC001,AU04,USD,PA002,SA003,8816.18,10213.37
2025-05-31,Epsilon,ACC002,AU02,EUR,PA003,SA002,9218.19,12135.69
2025-05-11,Gamma LLC,ACC005,AU05,INR,PA004,SA004,11831.21,7501.74
2025-02-17,Gamma LLC,ACC003,AU04,GBP,PA001,SA004,10977.72,9235.11
2025-06-18,Gamma LLC,ACC003,AU03,GBP,PA004,SA002,11008.63,10209.14
2025-02-04,Beta Ltd,ACC005,AU03,USD,PA004,SA001,12777.8,10404.82
2025-02-22,Gamma LLC,ACC001,AU01,JPY,PA005,SA003,7038.56,5121.85
2025-09-27,Delta Inc,ACC002,AU01,INR,PA002,SA001,7168.4,10595.02
,Beta Ltd,ACC004,AU01,GBP,PA005,SA005,14666.82,9510.94
2025-02-05,Gamma LLC,ACC004,AU02,EUR,PA003,SA001,12563.86,5941.81
2025-12-20,Alpha Inc,ACC002,AU05,EUR,PA003,SA005,13167.61,7265.27
2025-04-02,Gamma LLC,ACC004,AU03,JPY,PA001,SA005,14053.96,13016.37
2025-03-01,Gamma LLC,ACC003,AU03,USD,PA004,SA005,9664.47,7760.67
2025-12-20,Gamma LLC,ACC004,AU01,,PA005,SA001,14998.38,5489.55
,Alpha Inc,ACC001,AU04,INR,PA001,SA003,13436.7,10199.04
2025-11-25,Delta Inc,ACC004,AU04,EUR,PA004,SA003,13193.21,
2025-10-01,Delta Inc,ACC001,AU05,EUR,PA002,SA003,6843.3,5119.05
2025-08-13,Alpha Inc,ACC002,AU05,GBP,PA003,SA004,10054.84,9723.34
2025-02-02,Delta Inc,ACC001,AU01,USD,PA003,SA004,14710.22,11107.31
2025-09-22,Alpha Inc,ACC005,AU05,USD,PA003,SA002,10540.74,5409.34
2025-10-15,Delta Inc,ACC003,AU04,USD,PA003,SA001,8051.18,7353.6
2025-01-05,Beta Ltd,ACC001,AU01,INR,PA005,SA005,9564.82,10077.38
2025-12-06,Epsilon,ACC003,AU03,JPY,PA005,SA001,12011.96,6952.95
2025-04-14,Epsilon,ACC005,AU03,INR,PA002,SA005,9757.56,5911.4
2025-04-09,Epsilon,ACC004,AU03,EUR,PA004,SA005,13492.36,
2025-05-13,Beta Ltd,ACC003,AU01,EUR,PA004,SA004,11759.77,9508.85
,Delta Inc,ACC005,AU02,EUR,PA005,SA001,12635.66,
2025-04-20,Alpha Inc,ACC001,AU01,JPY,PA003,SA005,9201.79,11081.39
2025-08-11,Epsilon,ACC002,AU05,INR,PA003,SA004,5731.21,12695.31
2025-06-19,Beta Ltd,ACC003,AU02,EUR,PA003,SA001,9626.96,13174.91
2025-07-27,Alpha Inc,ACC003,AU04,EUR,PA005,SA004,12841.01,7879.95
2025-12-02,Gamma LLC,ACC001,AU01,INR,PA001,SA005,12941.96,13007.94
,Delta Inc,ACC005,AU03,JPY,PA004,SA002,11434.69,8258.35
2025-07-21,Delta Inc,ACC004,AU03,EUR,PA005,SA001,12018.68,10604.02
2025-12-10,Epsilon,ACC003,AU03,USD,PA005,SA001,5357.25,5678.42
2025-07-21,Alpha Inc,ACC004,AU05,JPY,PA003,SA004,7250.26,8331.86
2025-09-05,Delta Inc,ACC005,AU05,JPY,PA003,SA003,12490.05,
2025-09-26,Delta Inc,ACC003,AU04,EUR,PA005,SA005,9205.33,13826.35
,Gamma LLC,ACC001,AU03,JPY,PA005,SA001,13283.1,7181.33
,Epsilon,ACC001,AU04,EUR,PA001,SA005,10150.8,14193.79
2025-02-09,Gamma LLC,ACC001,AU01,GBP,PA002,SA002,14497.52,5778.68
2025-04-17,Alpha Inc,ACC002,AU01,JPY,PA002,SA005,6545.72,12367.72
2025-11-21,Gamma LLC,ACC003,AU04,USD,PA002,SA001,11683.69,11426.94
2025-12-03,Alpha Inc,ACC001,AU02,INR,PA002,SA001,5079.77,11328.61
2025-03-15,Epsilon,ACC004,AU05,JPY,PA005,SA002,6441.01,12333.38
2025-12-08,Delta Inc,ACC004,AU03,USD,PA002,SA004,13796.73,8891.29
2025-02-23,Epsilon,ACC004,AU02,INR,PA002,SA002,6856.84,7896.99
2025-01-07,Alpha Inc,ACC001,AU05,EUR,PA005,SA001,13993.28,7688.55
2025-08-21,Beta Ltd,ACC003,AU05,INR,PA001,SA005,9742.51,5465.56
2025-01-17,Alpha Inc,ACC003,AU03,,PA004,SA001,9920.11,8196.12
2025-07-08,Alpha Inc,ACC005,AU02,JPY,PA005,SA002,14442.02,6106.64
2025-11-15,Gamma LLC,ACC002,AU02,JPY,PA003,SA002,6347.46,12610.06
,Delta Inc,ACC001,AU05,EUR,PA005,SA005,5350.88,
2025-01-17,Beta Ltd,ACC003,AU02,USD,PA005,SA003,7862.41,14549.34
2025-12-31,Epsilon,ACC002,AU04,JPY,PA004,SA002,8566.4,
2025-10-09,Alpha Inc,ACC003,AU03,USD,PA004,SA004,12186.35,5184.68
2025-06-19,Gamma LLC,ACC004,AU03,,PA004,SA003,10526.97,
2025-01-13,Beta Ltd,ACC001,AU04,USD,PA005,SA005,12621.05,11016.2
2025-01-05,Epsilon,ACC004,AU03,GBP,PA004,SA004,7884.96,9894.68
2025-12-25,Alpha Inc,ACC003,AU03,EUR,PA005,SA004,12719.16,12449.77
2025-06-02,Epsilon,ACC002,AU04,GBP,PA002,SA003,13565.5,9872.37
2025-02-27,Epsilon,ACC001,AU04,EUR,PA003,SA003,6964.58,10307.48
2025-08-19,Delta Inc,ACC004,AU03,INR,PA005,SA002,7105.02,12794.43
2025-06-07,Delta Inc,ACC005,AU01,EUR,PA001,SA003,12344.36,10854.36
2025-08-12,Gamma LLC,ACC003,AU01,GBP,PA001,SA002,12138.28,14910.95
